record_id,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31
11,1.0549587,0.87027967,3.162756,-2.567428,-1.102009,-0.5706117,1.5955604,0.8817105,-0.011635192,0.17875075,2.7998116,1.7883439,2.0513394,0.43723452,1.0281775,2.1864784,0.5229417,-0.012024544,0.18916312,1.0117592,0.8648888,-1.7348918,-1.2894238,0.14745355,-1.3459045,-0.98364216,0.2754731,-2.199977,-1.8341904,-0.904678,0.09043201,-0.44134706
12,0.45787534,2.222546,1.5071588,-1.45053,-0.89508784,-0.47537562,0.80410373,0.35579818,-0.12305019,0.06766544,2.5771184,0.6453393,1.6086943,0.5718929,-0.12359719,2.796323,1.2176483,-0.5952033,0.61409694,1.1230466,-0.2942295,-1.1731493,0.17964342,0.5269567,-0.23437846,-0.093106955,-0.6618899,-1.5592583,-1.8813462,0.5100615,-0.59996927,0.37520373
13,-0.20243059,-0.7214212,2.67911,-1.2890894,-0.20795175,-1.6531157,0.6443728,0.91602004,1.030693,0.4045862,2.2844586,1.4892778,1.9491174,1.2803996,-0.076456994,0.19089764,0.064091206,-0.273595,-0.067350775,0.5093925,-0.14696515,-0.39376295,-1.1005634,-0.4316049,0.15928292,-0.4053942,-0.26379558,0.20784406,-0.19707519,-0.06502591,-0.31577083,0.28945243
14,1.0786798,-0.45041528,3.8374999,-3.1149654,-1.0803972,-1.3809904,1.8068352,1.0524894,0.34327,1.3146828,2.6294763,1.670615,2.5253494,0.70675015,0.6578768,0.7869844,0.003648907,-0.16917098,-0.8200906,0.86197734,0.6486223,-1.3882321,-1.3496644,-0.5336292,-1.2191682,-1.5320386,1.053678,-0.68988854,-0.9327981,-1.1185956,0.54218495,-0.41231465
19,1.8968686,1.9874002,3.8384445,-3.0812845,-1.5837533,-0.7535646,1.6680453,0.92479575,-0.5679012,0.7000376,2.8210113,1.296866,2.1992342,-0.43595254,1.0173157,2.510076,0.85661864,0.103466876,-0.4591681,0.33103865,0.6822076,-1.3434637,-1.0380728,-0.2043771,-1.3166625,-1.7059731,0.65767187,-1.7519892,-2.192898,-1.6641095,0.67646664,-1.7612951
16,0.40077105,0.64968395,1.7613294,-0.7349181,-1.5215249,-1.186703,0.5969106,1.0075203,0.37105945,-0.48749056,0.5531795,0.63201886,1.602803,0.6825314,0.744498,0.22148123,-0.27306795,-1.0932783,-0.113484144,0.08250862,0.5312495,-0.15677635,-1.4882294,-1.2078537,0.073441766,-0.64090157,0.0991287,0.5961929,0.06594574,-1.3758605,-0.04376519,-2.085187
15,0.4504089,-0.10162776,2.3050098,-2.3324387,-1.5831122,-0.9230035,1.5235296,0.9703951,0.6594534,1.028985,1.9738432,1.2183163,2.235011,0.6177427,0.20726499,0.80839235,-0.04714989,-0.48639596,-0.2589003,1.0509862,0.33712253,-1.193795,-1.2139704,-1.0598538,-0.65067786,-0.96358174,0.7372054,-0.2789187,-0.44322392,-0.76251715,0.5529625,-1.3816897
17,1.3161879,-1.4934336,2.5568526,0.34898752,0.54609025,-1.0562077,0.03688788,-0.37556154,-0.20001829,-0.007664159,0.8258114,-0.73360115,1.6708925,2.0894706,-0.003025042,-0.42145994,-1.188945,-1.4215044,-0.013948788,-0.70359457,0.640429,1.3650634,-0.044405274,0.40364897,-0.8136712,0.60946244,0.041102313,1.6897452,2.6530118,-1.1869577,-2.2614124,1.3711932
21,1.4768014,-0.21600065,4.3573923,-3.0114365,-0.5070735,-1.65681,1.8662066,1.0540206,-0.31677592,1.444501,2.5410368,1.109286,2.2749043,0.6775472,0.42989463,1.2851852,0.73512506,-0.06883499,-0.9645581,0.29493096,0.6148205,-0.93221503,-0.97618747,-0.31254333,-1.2381915,-2.1142397,1.0825747,-0.5933094,-1.2342975,-1.2291577,0.256242,-0.23818816
18,0.709888,-1.9557211,1.8024226,0.7021358,0.44142884,-1.2345243,0.65722924,-0.055899903,0.18590146,0.13811511,0.92396826,-0.6971364,1.4284531,2.7533953,0.17294723,-0.29397884,-1.0284504,-1.2654346,0.45738712,-0.2575406,0.77515745,0.8544403,-0.5243111,0.19671479,-0.6115935,0.47832146,-0.09296233,1.2482748,1.7011015,-0.68081385,-2.260896,1.2300359
20,0.62219346,-1.9968654,1.6849967,1.0639899,0.3279039,-0.49134478,0.7621446,-0.2028833,0.08999112,0.24030222,0.9472262,-1.149049,1.4656012,2.8891792,0.3093465,0.34068766,-1.4704175,-1.4521475,0.32585436,-0.21078348,0.87306595,1.1890563,-0.6874588,0.48904264,-0.86643726,0.77088934,-0.5858078,0.632446,2.4261522,-0.892346,-2.6989272,1.629714
22,0.9625977,-0.65192884,3.3264127,-2.1683686,-0.53436875,-0.879392,0.46409377,0.12425454,0.24424148,0.6744741,2.3993368,1.76395,1.1266657,0.21146783,-0.45034218,0.2519547,-0.26281333,0.40180463,-0.121783406,0.56071407,0.4567686,-0.75202197,-0.8270074,-0.39084044,-0.690543,-0.11675507,0.61274606,0.03301588,0.8429894,-1.1084723,0.63048375,-0.007972375
24,0.953153,2.6237628,1.2279896,-1.0793676,-1.6634952,0.04383796,-0.4141604,-0.28818175,-0.057758786,-1.003599,1.7032005,1.1367719,0.84759307,-0.38651162,-0.31649557,0.59891963,-0.64044917,-0.50666606,0.83675647,0.9107245,-0.080018565,-0.9770821,-0.49212217,-0.29335174,-0.11627303,0.8421749,-0.3774489,-0.8143574,0.6874356,-0.7199963,0.5778041,-1.50328
25,0.5181376,-1.2467176,2.0362191,-1.1127121,-0.8271106,-1.4520397,0.9465303,0.5666455,0.6698676,0.3933284,1.4983853,0.82809466,1.6987523,1.4574531,0.3942067,-0.28180096,-0.5390761,-0.74349284,0.0071621854,0.36002827,0.3290142,-0.6257492,-0.6607526,-0.67697406,-0.6108335,-0.25095233,0.8588136,0.993812,0.6865471,-0.61661947,-0.38557327,-0.30921924
23,0.5545248,-1.2903675,1.4730073,1.1946454,0.007147759,-1.1661137,0.5565183,0.006625712,0.25733614,-0.060971037,1.0682197,-0.68296504,1.1424605,2.1116843,-0.10439134,-0.13136828,-1.0568175,-0.83149445,0.23804553,-0.46586844,0.738487,0.7635995,-0.60464585,-0.29165715,-0.89711833,0.43463644,-0.3575143,1.1180785,1.5215658,-0.5339768,-2.363825,0.30383205
27,0.6326425,-0.034838673,1.8417697,-1.7027903,-0.85234654,-0.7669398,0.5695677,0.06764062,0.2899849,0.7147634,2.1954284,0.9532415,1.1807685,0.5100194,-0.87200314,0.36966175,-0.030381337,-0.17738545,0.3680612,0.9467653,-0.15831265,-1.1330004,-0.1896143,-0.65782785,-0.5382142,0.03656555,0.6811226,0.30349582,0.5567122,0.011184774,0.3359818,-0.42670754
26,0.30483824,-1.7511561,1.2747296,0.06426215,0.93037236,-0.91226053,0.15548386,-0.01703298,0.4980345,-0.23005098,2.2949424,1.0454729,0.69564945,2.3694756,-0.20516333,-0.05325231,-0.34756294,-0.4544658,2.3687422,0.63934994,0.067892164,-0.8157831,-0.7222153,0.6185063,-0.5113681,0.60124314,-0.065292865,0.06826051,0.87074447,0.56454396,-1.421914,1.1633713
29,0.17568186,-0.7593412,2.6889129,-1.4414384,-1.0630618,-0.69916546,0.7648689,0.29846996,0.8376799,0.56684995,1.1005836,0.92997426,1.9189191,0.90724796,0.28100517,-0.045146186,-0.7063488,-0.5169853,-0.5916448,0.6434573,0.6185553,-0.16397549,-1.0514203,-0.75097626,0.20102444,0.22922829,0.42154726,0.5197479,1.0714937,-1.4592657,0.63717544,-0.6287351
28,0.17261909,-2.163697,1.0692347,-0.055674165,0.7965991,-1.309794,0.18549597,0.23241918,0.6543137,0.335806,2.0224776,0.7221752,0.84124905,2.6947343,-0.55662024,-0.8202862,-0.6864989,-0.68864846,2.1787586,0.6161362,-0.33917105,-0.7976013,-0.99472487,0.012304418,-0.45347935,0.17093176,0.34733388,0.9100848,1.3354044,0.5393706,-1.2941667,0.7516889
30,2.3146858,0.48812866,2.3447022,-1.1789877,0.95321834,-1.579024,0.71172047,0.8010804,-1.1204902,0.01377558,1.6074471,0.3507598,0.29520327,1.1103778,0.7294034,0.6087959,1.8386854,-0.4167882,1.7739487,-0.2754462,0.43792,-0.57279044,-1.0267825,0.4334551,-0.98970497,-1.6830232,1.0936478,-0.6692446,-1.3445878,0.24017602,-0.97232336,-0.80162466
31,0.95107496,0.11687038,3.1345227,-2.6214075,-1.2000904,-1.3619678,1.9347602,1.2531493,0.09492028,0.97382975,2.4598994,1.2737204,2.3758252,0.7905575,0.77089536,1.2964089,0.30896717,-0.38698503,-0.42262083,0.7751436,0.45826945,-1.3582041,-1.1264871,-0.4903947,-1.1852301,-1.6066364,0.917955,-0.82348853,-1.3689064,-0.8342171,0.11340175,-0.78053504
33,0.9087409,0.111262836,3.266715,-2.8583703,-1.2666379,-0.85458827,1.5924848,1.044786,0.33071944,-0.014571026,2.1617281,1.901388,2.6500952,1.2784859,1.8595895,1.596277,-0.03071525,-0.7825675,0.253512,1.1639936,0.84818757,-1.769277,-1.646259,0.34186172,-1.001256,-0.9595397,0.59108174,-1.974473,-1.4375477,-1.53064,0.29829174,0.06918965
32,0.8901665,0.3274102,4.7969866,-1.8464887,-0.23451045,-1.0818893,1.341445,0.6423764,-0.46725896,0.21338189,2.78889,1.4193921,1.9679695,0.32975858,1.0519022,2.0103147,0.74398685,0.35105285,-1.2424908,-0.35131565,0.69122684,0.28215706,-1.5079159,0.6611469,-0.57455367,-0.8936699,-0.2963487,-1.687443,-0.99835795,-1.675076,-0.21001643,0.23787184
35,1.6692764,1.0514963,3.5515995,-2.6980004,-1.4767406,-0.94278425,1.2324407,0.6834198,-0.2539107,-0.30430797,2.2583823,1.9758896,2.3083768,0.43961358,1.6441102,1.5065932,0.008474067,-0.6346886,0.10736112,0.60984194,1.039253,-1.7257698,-1.6731709,0.23026575,-1.2523168,-0.9401868,0.6152714,-1.77528,-1.2720506,-1.893738,0.4186371,-0.6339395
37,1.1315074,0.34589297,2.675484,-2.1525567,-0.61593574,-1.3427887,1.3690354,0.56036204,-0.15909037,1.2319081,2.4644222,0.57869226,1.8526031,0.62966955,-0.4408436,1.1922292,0.6643847,-0.2462467,-0.12875514,0.6822616,0.04676412,-1.0557295,0.21679473,-0.420444,-1.0007408,-1.105162,0.9821814,0.16865881,-0.8529844,-0.052579828,-0.10809217,-0.29917094
34,0.6526381,-2.5721052,1.8909137,0.471512,0.34168684,-0.61750513,0.8927353,-0.2725457,0.23604734,0.82797134,0.99160045,-1.0008727,1.3656865,2.9191022,-0.2255018,0.25697935,-1.0843298,-1.2607121,0.3127643,-0.008053355,0.92011523,0.82783014,-0.3978574,0.22835122,-0.8170427,0.48089728,-0.07874009,1.1861769,2.5063558,-0.8941397,-2.0408628,1.7614014
36,1.1022561,-0.4495285,2.851035,-1.2779157,-0.56048554,-0.47408643,0.56116545,0.25982696,0.21530357,-0.51461756,2.585233,1.9555106,0.8229317,0.29762423,0.41371128,0.9266368,-0.23982552,0.38363242,0.7060371,0.5444534,1.0821964,-1.1215036,-1.3048561,-0.066581905,-1.3152037,0.07737431,0.33357537,-1.0420811,0.17423005,-1.0595343,-0.1416311,-0.40726793
38,0.82785034,0.3400313,3.677921,-2.1444716,-1.089338,-0.84955823,0.9967195,0.368451,0.1890842,0.6868659,2.842903,1.6393973,1.885418,-0.09375973,-0.1416086,1.3434483,0.24911547,0.2989738,-0.85539925,0.55243564,0.5503228,-0.62177175,-1.1488137,-0.4163352,-0.66594315,-0.46148917,-0.006427549,-0.78793275,-0.34534577,-1.0569972,0.42267963,-0.465706
39,0.41727218,-2.0591886,0.7022216,0.50606775,1.0036368,-0.51234657,0.17084494,-0.2375617,0.23902474,0.22205412,2.1127667,0.26519272,0.47854745,2.8268766,-0.59690267,-0.016532134,-0.6439774,-0.8781316,2.5598612,0.7157775,-0.14531013,-0.511289,-0.523923,0.692532,-0.44409972,0.7781767,0.012827218,0.54622215,1.757913,0.69029695,-1.6934253,1.4903222
40,1.3542421,0.22796738,1.7853783,-0.7259086,0.015601054,-0.27869982,0.27021596,0.22689484,-0.52820885,0.29807192,2.4110003,0.8262073,-0.555827,-0.193422,-0.72985125,1.1796602,0.73917603,0.9593277,1.2807755,0.17490682,0.014231518,-0.57691,-0.43942606,-0.04122926,-1.3527893,-0.4767251,0.51427305,-0.66829836,0.5137849,-0.10858499,-0.12415987,-1.1818707
42,2.0017583,0.70038784,4.252324,-3.3498683,-0.89215946,-1.033581,1.8679808,0.87677705,-0.48888987,1.3869754,3.1392624,1.3508595,1.9243599,-0.14636396,0.4493175,1.9296765,0.84160364,0.3727258,-0.6570002,0.5439867,0.7147628,-1.3917134,-1.0023016,-0.33576712,-1.5986975,-2.0674212,1.1186215,-1.309825,-1.7822165,-1.1493421,0.5593938,-0.96491414
44,1.1500452,0.41545784,2.7930388,-2.7537513,-1.4773773,-0.7461056,1.1339474,0.52502745,0.24539928,0.9004154,2.3910537,1.5732062,1.7609671,-0.010545775,-0.13449106,0.89260995,0.06863654,-0.14281973,-0.10082683,1.0737026,0.41380498,-1.5393522,-1.2001032,-0.8718049,-0.97093844,-0.89150417,0.86686635,-0.60998005,-0.3123058,-0.9272754,0.9238849,-1.2204945
45,0.8288133,-0.05516813,2.602136,-1.057673,-1.26572,-0.49284393,0.77890825,0.22086425,0.22782512,-0.2873596,1.8462819,1.3893911,1.1193774,-0.05034724,0.52929115,0.47058737,-0.5742411,0.07376196,-0.13836294,0.27384546,0.9403974,-0.4937154,-1.309118,-0.633379,-0.7468244,0.17740688,0.35416567,-0.48636132,0.7084968,-1.3182724,0.26105115,-1.4087464
41,0.5297115,0.4225461,2.8876002,-1.1928971,-1.061948,-0.7646452,0.80664015,0.5837965,0.069389835,0.07282981,2.2333817,1.32114,1.2547195,-0.20374821,0.060588278,1.1080459,0.2842331,0.22320393,-0.43292415,-0.0020654127,0.50154364,-0.14845853,-1.3907129,-0.6134146,-0.36936492,-0.3739636,-0.19481364,-0.60521233,0.038454093,-0.9802627,0.14705528,-1.3647192
43,1.3844041,0.7827241,3.7962103,-2.7130935,-1.839325,-1.3307256,1.5571153,0.9710945,-0.016218593,0.59007823,2.1644337,1.6577982,2.6487749,0.08599312,1.1706022,0.8916823,-0.3130049,-0.43352124,-1.0319059,0.2969421,0.8780968,-1.1813381,-1.7177461,-0.6472131,-1.1022657,-1.3458748,0.7598541,-0.8063979,-0.88911736,-2.0397086,0.6877276,-1.4674768
46,0.752457,0.025086835,2.741758,-2.0741527,-1.6069647,-0.5097269,1.0160521,0.7800575,0.6222776,-0.87456214,1.6681967,1.9182792,2.3614995,1.0614034,2.007513,1.1905779,-0.6450875,-0.93382365,0.53812337,1.1553988,1.0672792,-1.5558282,-1.6800836,0.02168517,-0.83688325,-0.2753786,0.49937597,-1.517502,-0.5228839,-1.9073632,0.452266,-0.27963164
50,0.93065345,-0.002157867,2.2023833,-1.7244017,-0.83922625,-0.17421465,0.2837003,-0.3364795,-0.050485417,0.5852072,2.0420341,1.0460198,0.6154198,-0.05732584,-0.98798746,0.47391552,-0.13112035,0.13367748,0.2899056,0.7341348,0.18655354,-0.8819255,-0.21413854,-0.48229802,-0.5552686,0.35356048,0.76158595,0.06257458,1.252403,-0.646142,0.8314295,-0.4644829
47,1.8374667,-0.053935777,3.837861,-2.5642111,-0.21550095,-1.7512918,1.3494767,0.71477884,-0.57408357,0.5618069,2.3654463,1.403077,1.9330823,0.91998553,0.9660818,0.67529476,0.5303832,-0.42093635,-0.07901917,0.14528975,0.6247494,-1.129522,-1.0507891,0.27532214,-1.2268643,-1.4831885,1.1213977,-0.68643135,-1.1453106,-1.0234596,-0.1541851,0.059885547
51,1.2090187,1.0538325,2.9175482,-2.39355,-0.45950037,-1.3721762,1.1082281,0.50221074,-0.4417115,0.2950415,2.3678489,1.0174509,2.1058152,1.0723835,0.63699174,1.7186122,0.82801104,-0.7311694,0.18715917,0.56050926,0.07197997,-1.1772325,0.06212551,0.73468626,-0.6659388,-0.69340384,0.4033776,-0.79828644,-1.5970033,-0.3395082,-0.42608342,0.893278
53,0.26014,1.013049,2.6142333,-1.5417662,-1.4395772,-1.064983,1.5400969,1.1047236,0.06477927,-0.27712908,2.0885983,0.94629407,2.25344,0.8864556,1.3029563,2.0594199,0.39069524,-0.6358126,-0.39460108,0.39167857,0.5313003,-0.73375225,-0.86971897,-0.13226444,-0.56082517,-0.65506923,-0.1651663,-1.2570517,-1.5373964,-0.7774133,-0.48922592,-0.45193297
48,0.0070123468,-1.1734788,1.2591,-0.33346742,-1.1439769,-1.282236,1.0899912,0.7880611,0.74737966,0.26371706,0.6985777,0.0021731686,1.7233404,1.9601009,0.4029712,0.08897479,-0.50159526,-1.2701406,0.04173124,0.32439274,0.41521874,-0.17649464,-0.948027,-1.0080992,-0.30796567,-0.3252126,0.38943487,1.2075506,0.82155114,-0.74973786,-0.75210756,-0.8160094
52,1.9302264,0.632438,1.7804576,-1.6235993,-1.1957854,-1.0831522,0.14142314,0.19858839,-0.12554976,-0.6671617,0.47065443,0.888141,1.348882,0.7495827,1.0746101,-0.3088307,-0.101913214,-1.6037241,1.0511888,0.26968426,0.7236676,-1.0273726,-1.187207,-0.7085263,-0.5786838,-0.69462293,1.3220749,0.5485329,0.3667856,-1.5548165,0.1626271,-1.572239
49,0.12481239,0.91253984,2.8158557,-0.9913654,-1.76466,-0.31624985,1.1290151,0.42469966,0.09018137,-0.68422663,1.6662713,0.9043714,1.9105659,0.08102692,1.1880443,1.9374924,0.10115373,-0.38597915,-0.95978147,0.13742734,0.86375284,0.18332635,-1.2752773,-0.23861916,-0.011315636,0.08175855,-0.5250426,-1.2795048,-0.22648814,-1.4860603,0.29702687,-0.9612438
57,0.9350889,1.1307489,2.9060907,-2.7679665,-1.4466532,-0.37573528,0.9221217,0.6479959,0.43456697,-0.4054321,2.5905275,2.1253119,2.3135364,0.63710845,1.1004972,2.1646404,0.09145148,-0.49508733,0.6719271,1.623274,0.6590923,-2.0312207,-1.2051601,0.31089556,-0.94318706,-0.3421506,0.11885478,-2.1295192,-1.4813793,-1.2292215,0.4300702,0.14150406
58,1.4145043,0.07486818,4.3633733,-3.311935,-0.7303875,-1.7523302,1.8700842,1.1591522,-0.246477,1.0410836,2.3470187,1.500071,2.8322263,1.0449836,1.425877,1.079025,0.35776302,-0.5250391,-0.87312055,0.3061724,0.5902184,-1.1386076,-1.4230337,0.08792867,-1.0580765,-1.9199809,1.0202427,-1.1339848,-1.6595262,-1.5838778,0.2370938,-0.074462876
55,0.34944883,-0.1565739,3.3573349,-2.480198,-1.4204856,-1.1702192,1.4423761,0.9740056,0.6159396,1.0560118,2.0383554,1.3397701,2.484041,0.62117445,0.31593361,0.9299051,0.09150934,-0.40858445,-1.0509975,0.7271941,0.44000098,-0.70034957,-1.380446,-0.853676,-0.33789006,-1.05584,0.36645725,-0.28639317,-0.39528456,-1.2241096,0.7003425,-0.7345786
54,0.3422657,-1.0333608,2.3283405,-0.2994766,0.19845949,-0.9436169,0.35666654,0.26360983,0.53303987,-0.76011777,2.4777842,1.6038603,1.0055854,1.2800875,0.36910746,0.5655523,-0.38295937,0.19770288,1.0462602,0.35739487,0.7255951,-0.62541735,-0.797588,0.36438462,-0.806857,0.6167204,-0.31709477,-0.5870448,0.16407883,-0.22664668,-1.0821786,0.71036756
59,0.5226688,0.09897516,2.931219,-2.8173878,-1.4756466,-0.46395144,2.0629072,1.2931899,0.45144024,0.30370128,2.1495478,1.5997677,2.668459,1.1974468,1.8476532,2.1327121,0.182215,-0.6151603,0.1467653,1.3514271,0.8948631,-1.7508453,-1.5733118,0.036661148,-1.0650359,-1.1579385,0.62897545,-2.1977859,-1.7207536,-1.3440553,0.33372483,-0.38290495
56,0.2571409,-0.32584342,3.2927785,-1.6334546,-1.0612651,-1.113053,1.0862489,0.6688921,0.6276697,0.50604403,1.9845856,1.322484,2.0380974,0.49035668,0.41025636,0.6328803,-0.07031276,-0.13904145,-0.939755,0.32071793,0.5640038,-0.18315391,-1.3095765,-0.74439913,-0.20290044,-0.47815415,0.034941748,-0.21433604,-0.04253009,-1.0883559,0.31304348,-0.6180457
60,1.0011616,0.5896003,1.7606635,-1.5663345,-0.6363607,-0.15920947,0.38017362,0.0003578514,0.006214672,0.54681945,2.5857909,1.1136851,0.33609486,-0.18692507,-0.96346116,0.99312073,0.33483675,0.5710967,0.9638578,1.009358,-0.0064736083,-1.2513225,-0.6043862,-0.47674948,-1.0211892,-0.21370474,0.38252974,-0.99426085,0.15436253,-0.014491172,0.46594065,-1.1161754
61,1.396057,1.5477259,3.1803815,-2.5814614,-1.431903,-0.85578525,1.0016805,0.6794607,-0.15370151,-0.6219853,2.1595695,1.9491847,2.3022964,0.5159093,1.6401285,1.7510566,0.13963231,-0.7201876,0.36525232,0.69458604,0.82170486,-1.7245218,-1.4182649,0.39792407,-0.9556176,-0.67975694,0.22726545,-1.9452326,-1.5759308,-1.6276838,0.28271,-0.4218468
62,1.63653,0.17947921,3.835141,-2.5926793,-0.62163126,-1.4599797,1.3629141,0.6419297,-0.32939753,0.9974607,2.8374414,1.4245327,1.8465233,0.18284592,0.07539348,0.87274784,0.3562285,0.12028406,-0.5907878,0.36174113,0.5742409,-1.1381726,-0.7222946,-0.36135462,-1.3582556,-1.3885138,1.0035981,-0.3212558,-0.865721,-0.84251595,0.18620147,-0.42811477
64,2.2624774,0.9418185,2.5712998,-1.6836507,0.40004778,-0.55033547,0.18984511,-0.14353316,-0.8847757,-0.6675863,2.4483526,1.6085207,0.2887224,0.20869957,0.38061747,1.2329557,1.1781298,0.015920296,1.799502,0.4989693,0.61173356,-1.3939155,-0.7374243,0.99563223,-1.2917889,-0.39054373,0.55952585,-1.5342554,-0.66552335,-0.16020504,-0.27001277,0.09593879
63,1.2425445,1.3852372,2.2043662,-2.0506485,-0.91958976,-1.4783877,0.31095803,0.24332537,-0.044457577,-0.046915278,2.0794284,1.0594997,1.9139419,0.7275346,0.024752442,0.83590823,0.24428412,-0.96841085,0.45356014,0.6815051,-0.15521605,-1.289725,0.3938537,0.047677282,-0.5165088,-0.22406256,0.533819,0.35406357,-0.839678,-0.3107683,-0.18645819,0.23806216
66,1.2323484,1.3414745,3.101932,-2.460719,-1.5223981,-1.3458915,1.0730374,0.7353123,-0.10898166,0.0999199,2.4336667,1.4801565,2.3306303,0.41832328,0.6907647,1.3994695,0.06466816,-0.6186276,-0.38466778,0.5576866,0.4009191,-1.3276342,-0.66849095,-0.15450409,-0.92082673,-0.7349561,0.36323646,-0.69701964,-1.3036944,-1.0849862,0.02263467,-0.4159076
67,1.7671015,1.1721168,3.0395436,-2.8871021,-1.1288079,-1.6097049,1.096168,1.2696005,-0.13292843,0.068900466,1.3102859,1.3910068,2.386027,0.7468798,1.8052346,0.64288634,0.50787055,-1.2063388,0.38692108,0.12266883,0.3824804,-1.4019713,-1.9029351,-0.38248613,-0.70117813,-2.0972311,1.126785,-0.8465507,-1.6024681,-1.8490888,0.5056244,-1.8000829
